FID,Join_Count,TARGET_FID,GEOID,NAME,mdyr_st,moe,FID_,FID_1,FACILIT,NAME_1,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHO,TYPE,STATUS,POPULAT,COUNTY,COUNTYF,COUNTRY,NAICS_C,NAICS_D,SOURCE,SOURCED,VAL_MET,VAL_DAT,WEBSITE,SECUREL,CAPACIT,SHAPE_Ln,GloblID,CreatnD,Creator,EditDat,Editor,SHAPE_L_,SHAPE_A,SUM_CAP,is_dplc,CENTROID_X,CENTROID_Y
5303,0,5303,2679720,"Three Oaks village, Michigan",1948,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5304,0,5304,1340840,"Ila city, Georgia",1976,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5305,0,5305,5117376,"Clifton town, Virginia",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5306,0,5306,1800640,"Advance town, Indiana",1955,14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5307,0,5307,2077825,"White City city, Kansas",1949,19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5308,0,5308,3953942,"Nevada village, Ohio",1945,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5309,0,5309,1904105,"Ayrshire city, Iowa",1954,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5310,0,5310,4664540,"Turton town, South Dakota",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5311,0,5311,2109847,"Broeck Pointe city, Kentucky",1976,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5312,0,5312,2211930,"Calvin village, Louisiana",1979,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5313,0,5313,4646980,"Onaka town, South Dakota",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5314,0,5314,3149530,"Unadilla village, Nebraska",1959,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5315,0,5315,2914158,"Clarksdale city, Missouri",1969,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5316,0,5316,3547080,"Maxwell village, New Mexico",1979,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5317,2,5317,3741420,"Marion city, North Carolina",1970,5,822,3313,10001770,MARION CORRECTIONAL INSTITUTION,355 OLD GLENWOOD DR,MARION,NC,28752,NA,(828) 659-7810,STATE,OPEN,654,MCDOWELL,37111,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ncdps.gov/adult-corrections/prisons/prison-facilities/marion-correctional-center,10/31/17 0:00,IMAGERY/OTHER,2/13/20 0:00,https://www.ncdps.gov/adult-corrections/prisons/prison-facilities/marion-correctional-center,CLOSE,793,0.011455967,{9E22A4CE-102F-4FA6-B95D-605E7D19AF27},1/7/22 0:00,HostedByHIFLD,1/7/22 0:00,HostedByHIFLD,1410.77083,8.43811e-6,793,0,-9122296.501,4251234.291
5318,0,5318,2902422,"Atlanta city, Missouri",1966,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5319,0,5319,4710180,"Byrdstown town, Tennessee",1976,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5320,0,5320,868655,"Sawpit town, Colorado",1963,54,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5321,0,5321,2970414,"Stark City town, Missouri",1965,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5322,0,5322,3039925,"Jordan town, Montana",1972,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5323,0,5323,1941385,"Kingsley city, Iowa",1974,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5324,0,5324,4623860,"Gary city, South Dakota",1952,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5325,0,5325,4274712,"Strasburg borough, Pennsylvania",1968,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5326,0,5326,3140675,"Randolph city, Nebraska",1958,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5327,0,5327,845970,"Longmont city, Colorado",1986,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5328,0,5328,4203296,"Ashville borough, Pennsylvania",1944,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5329,0,5329,4267920,"Sankertown borough, Pennsylvania",1948,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5330,0,5330,4251632,"Mount Jewett borough, Pennsylvania",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5331,0,5331,4282848,"West Elizabeth borough, Pennsylvania",1946,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5332,0,5332,2954938,"Orrick city, Missouri",1963,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5333,0,5333,1985800,"Williams city, Iowa",1946,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5334,0,5334,4250232,"Modena borough, Pennsylvania",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5335,0,5335,4271856,"Souderton borough, Pennsylvania",1954,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5336,0,5336,1769836,"Sidell village, Illinois",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5337,0,5337,4816036,"Collinsville town, Texas",1984,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5338,0,5338,3459910,"Point Pleasant Beach borough, New Jersey",1958,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5339,0,5339,5516025,"Cochrane village, Wisconsin",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5340,0,5340,3629872,"Grand View-on-Hudson village, New York",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5341,0,5341,1203275,"Bal Harbour village, Florida",1975,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5342,0,5342,4855056,"Paradise city, Texas",1974,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5343,1,5343,1664090,"Pocatello city, Idaho",1971,1,289,5287,10001187,POCATELLO WOMEN'S CORRECTIONAL CENTER,1451 FORE RD,POCATELLO,ID,83204,NA,(208) 236-6360,STATE,OPEN,323,BANNOCK,16005,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.idoc.idaho.gov/content/locations/prisons/pocatello_womens_correctional_center,11/7/19 0:00,IMAGERY/OTHER,11/7/19 0:00,https://www.idoc.idaho.gov/content/locations,MAXIMUM,331,0.007058683,{12C8C645-1FAF-4FC1-9784-5792066E8C45},1/7/22 0:00,HostedByHIFLD,1/7/22 0:00,HostedByHIFLD,859.1321926,2.45357e-6,331,0,-12517946.89,5288038.831
5344,0,5344,4149750,"Monument city, Oregon",1969,14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5345,0,5345,3827060,"Fordville city, North Dakota",1964,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5346,0,5346,3932620,"Grover Hill village, Ohio",1946,17,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5347,0,5347,2916876,"Country Life Acres village, Missouri",1958,38,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5348,0,5348,2953750,"Oakland city, Missouri",1956,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5349,0,5349,3613079,"Cayuga Heights village, New York",1961,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5350,0,5350,2216655,"Collinston village, Louisiana",1969,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5351,0,5351,3412580,"Chester borough, New Jersey",1973,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5352,2,5352,3916000,"Cleveland city, Ohio",0,0,646,3660,10003348,NORTHEAST REINTEGRATION CENTER,2675 E 30TH ST,CLEVELAND,OH,44115,NA,(216) 771-6460,STATE,OPEN,554,CUYAHOGA,39035,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.drc.ohio.gov/nerc,5/19/17 0:00,IMAGERY/OTHER,2/20/20 0:00,https://www.drc.ohio.gov/nerc,MINIMUM,350,0.008889167,{D7BB6A3A-6F58-4CA0-9F2C-590464D434A2},1/7/22 0:00,HostedByHIFLD,1/7/22 0:00,HostedByHIFLD,1143.287169,4.88827e-6,350,0,-9091196.697,5084717.708
5353,0,5353,7280596,"Stella comunidad, Puerto Rico",1976,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5354,2,5354,1304000,"Atlanta city, Georgia",1979,2,797,5135,10001411,ATLANTA TRANSITIONAL CENTER,332 PONCE DE LEON AVE NE,ATLANTA,GA,30308,NA,(404) 206-5103,STATE,OPEN,281,FULTON,13121,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",11/2/17 0:00,IMAGERY/OTHER,11/5/19 0:00,http://www.dcor.state.ga.us/facility-finder,MINIMUM,257,0.001870976,{9C7F7482-4444-4815-B69E-26058147D074},1/7/22 0:00,HostedByHIFLD,1/7/22 0:00,HostedByHIFLD,223.5886737,1.80081e-7,257,0,-9392722.766,3998336.501
5355,0,5355,5604885,"Bairoil town, Wyoming",1952,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5356,0,5356,5679125,"Upton town, Wyoming",1979,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5357,0,5357,230060,"Grayling city, Alaska",1982,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5358,0,5358,5533175,"Hatley village, Wisconsin",1988,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5359,0,5359,1215475,"Crestview city, Florida",1997,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5360,0,5360,2720114,"Eyota city, Minnesota",1979,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5361,0,5361,3972928,"Solon city, Ohio",1979,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5362,0,5362,2252740,"Mount Lebanon town, Louisiana",1968,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5363,0,5363,5360510,"Ruston town, Washington",1979,24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5364,0,5364,1757043,"Owaneco village, Illinois",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5365,0,5365,1906850,"Blakesburg city, Iowa",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5366,0,5366,1768458,"Seaton village, Illinois",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5367,0,5367,1746981,"Mark village, Illinois",1971,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5368,0,5368,4615300,"Dallas town, South Dakota",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5369,0,5369,1926355,"Fairbank city, Iowa",1973,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5370,0,5370,1700230,"Addieville village, Illinois",1952,14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5371,0,5371,4831628,"Gustine town, Texas",1973,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5372,0,5372,3957750,"Oakwood village (Cuyahoga County), Ohio",1973,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5373,0,5373,4815196,"Claude city, Texas",1965,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5374,0,5374,1320932,"Cumming city, Georgia",1993,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5375,0,5375,1953850,"Moorhead city, Iowa",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5376,0,5376,2827660,"Glendora village, Mississippi",1992,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5377,0,5377,3947180,"Mantua village, Ohio",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5378,0,5378,2953804,"Oaks village, Missouri",1953,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5379,0,5379,2627380,"Farmington city, Michigan",1968,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5380,0,5380,4286128,"Woodbury borough, Pennsylvania",1955,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5381,0,5381,4810708,"Browndell city, Texas",1984,16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5382,0,5382,5376440,"Washtucna town, Washington",1957,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5383,0,5383,240840,"Kobuk city, Alaska",1988,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5384,0,5384,2038325,"Lancaster city, Kansas",1958,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5385,0,5385,2971098,"Strasburg city, Missouri",1967,27,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5386,0,5386,4811992,"Calvert city, Texas",1971,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5387,0,5387,3906222,"Beverly village, Ohio",1970,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5388,0,5388,2929422,"Greentop city, Missouri",1964,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5389,0,5389,2929134,"Green City city, Missouri",1957,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5390,0,5390,514050,"Clarkedale city, Arkansas",2001,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5391,0,5391,569230,"Tillar city, Arkansas",1974,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5392,2,5392,2524960,"Framingham city, Massachusetts",1963,2,236,2162,10004443,SOUTH MIDDLESEX CORRECTIONAL CENTER,135 WESTERN AVENUE,FRAMINGHAM,MA,1701,NA,(508) 875-2883,STATE,OPEN,112,MIDDLESEX,25017,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.mass.gov/eopss/law-enforce-and-cj/prisons/rsch-data/weekly-count-sheets.html,9/4/17 0:00,IMAGERY/OTHER,12/18/19 0:00,https://www.mass.gov/locations/south-middlesex-correctional-center,MINIMUM,185,0.003732112,{F8D00813-7572-432F-A599-4C12657DDDF4},1/7/22 0:00,HostedByHIFLD,1/7/22 0:00,HostedByHIFLD,471.5311496,4.12285e-7,185,0,-7948870.733,5200799.604
5393,0,5393,2932824,"Homestown city, Missouri",1961,24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5394,0,5394,2605140,"Bangor city, Michigan",1959,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5395,0,5395,1979770,"University Heights city, Iowa",1964,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5396,0,5396,1751648,"Naplate village, Illinois",1943,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5397,0,5397,3624867,"Fabius village, New York",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
5398,0,5398,2016625,"Cuba city, Kansas",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
