FID,Join_Count,TARGET_FID,GEOID,NAME,mdyr_st,moe,FID_,FID_1,FACILIT,NAME_1,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHO,TYPE,STATUS,POPULAT,COUNTY,COUNTYF,COUNTRY,NAICS_C,NAICS_D,SOURCE,SOURCED,VAL_MET,VAL_DAT,WEBSITE,SECUREL,CAPACIT,SHAPE_Ln,GloblID,CreatnD,Creator,EditDat,Editor,SHAPE_L_,SHAPE_A,SUM_CAP,is_dplc,CENTROID_X,CENTROID_Y
11448,0,11448,2707948,"Brooklyn Center city, Minnesota",1963,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11449,0,11449,502470,"Ash Flat city, Arkansas",1986,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11450,0,11450,513450,"Cherokee Village city, Arkansas",1979,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11451,1,11451,1639700,"Idaho Falls city, Idaho",1975,1,869,5276,10001186,IDAHO FALLS COMMUNITY REENTRY CENTER,3955 BOMBARDIER AVE,IDAHO FALLS,ID,83402,NA,(208) 525-7143,STATE,OPEN,95,BONNEVILLE,16019,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.idoc.idaho.gov/content/about_us/research_statistics, https://www.idoc.idaho.gov/content/locations",11/7/19 0:00,IMAGERY/OTHER,11/7/19 0:00,https://www.idoc.idaho.gov/content/locations,MINIMUM,108,0.003890228,{C2FF6311-A297-48B6-A9C1-916345EB1B71},1/7/22 0:00,HostedByHIFLD,1/7/22 0:00,HostedByHIFLD,522.1234661,8.82403e-7,108,0,-12474896.99,5382605.643
11452,0,11452,1640420,"Iona city, Idaho",2002,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11453,0,11453,4005550,"Bernice town, Oklahoma",1972,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11454,0,11454,1849932,"Mishawaka city, Indiana",1974,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11455,0,11455,1854918,"North Liberty town, Indiana",1960,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11456,0,11456,4173650,"Tigard city, Oregon",1985,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11457,1,11457,4182800,"Wilsonville city, Oregon",1997,2,595,6412,10001298,COFFEE CREEK CORRECTIONAL FACILITY,24499 SW GRAHAMS FERRY RD,WILSONVILLE,OR,97070,NA,(503) 570-6412,STATE,OPEN,1287,WASHINGTON,41067,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.oregon.gov/DOC/RESRCH/pages/index.aspx, http://www.oregon.gov/DOC/OPS/pages/index.aspx",1/1/18 0:00,IMAGERY/OTHER,1/24/20 0:00,http://www.oregon.gov/DOC/OPS/pages/index.aspx,MAXIMUM,1685,0.019568799,{ABED8355-DB7D-4225-B6D0-008D347C8332},1/7/22 0:00,HostedByHIFLD,1/7/22 0:00,HostedByHIFLD,2567.63957,1.33618e-5,1685,0,-13669000.61,5675481.063
11458,4,11458,3314200,"Concord city, New Hampshire",1973,2,12,1221,10006596,NORTH END TRANSITIONAL HOUSING UNIT / WORK CENTER,1 PERIMETER ROAD,CONCORD,NH,3302,NA,(603) 271-3957,STATE,OPEN,45,MERRIMACK,33013,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.nh.gov/nhdoc/divisions/community/northend.html,7/1/17 0:00,IMAGERY/OTHER,2/3/20 0:00,https://www.nh.gov/nhdoc/facilities/index.html,MINIMUM,48,0.001299159,{A7F5D564-5D12-4567-89F2-0F55026A1A71},1/7/22 0:00,HostedByHIFLD,1/7/22 0:00,HostedByHIFLD,166.7074008,7.05075e-8,48,0,-7965538.234,5346408.364
11459,0,11459,1383420,"Winder city, Georgia",1992,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11460,0,11460,976500,"Torrington city, Connecticut",1960,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11461,0,11461,3930660,"Gloria Glens Park village, Ohio",1953,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11462,0,11462,2754808,"Robbinsdale city, Minnesota",1954,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11463,0,11463,2755006,"Rockford city, Minnesota",1994,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11464,0,11464,2702908,"Austin city, Minnesota",1955,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11465,0,11465,2708164,"Brownsdale city, Minnesota",1959,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11466,0,11466,2715886,"Dexter city, Minnesota",1965,21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11467,0,11467,2740346,"Mapleview city, Minnesota",1942,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11468,0,11468,2755600,"Rose Creek city, Minnesota",1964,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11469,0,11469,2758576,"Sargeant city, Minnesota",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11470,0,11470,2767918,"Waltham city, Minnesota",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11471,0,11471,3641553,"Lawrence village, New York",1958,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11472,0,11472,3643335,"Long Beach city, New York",1957,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11473,0,11473,3643874,"Lynbrook village, New York",1942,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11474,0,11474,2951572,"Neosho city, Missouri",1971,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11475,0,11475,2978424,"Wentworth village, Missouri",1950,19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11476,0,11476,685446,"Wildomar city, California",1993,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11477,0,11477,524220,"Fordyce city, Arkansas",1972,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11478,0,11478,565900,"Sparkman city, Arkansas",1975,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11479,0,11479,2644480,"Lake City city, Michigan",1960,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11480,0,11480,2900964,"Alton city, Missouri",1965,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11481,0,11481,2972826,"Thayer city, Missouri",1971,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11482,0,11482,3859660,"Oriska city, North Dakota",1958,25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11483,0,11483,3867620,"Rogers city, North Dakota",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11484,0,11484,3123235,"Hoskins village, Nebraska",1941,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11485,0,11485,3145190,"Sholes village, Nebraska",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11486,0,11486,3151840,"Wayne city, Nebraska",1974,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11487,0,11487,3402110,"Atlantic Highlands borough, New Jersey",1956,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11488,0,11488,5322080,"Ephrata city, Washington",1959,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11489,0,11489,5326455,"George city, Washington",1995,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11490,0,11490,2755186,"Rogers city, Minnesota",2000,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11491,0,11491,2760016,"Shorewood city, Minnesota",1983,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11492,0,11492,2765164,"Tonka Bay city, Minnesota",1972,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11493,0,11493,3717325,"Dobbins Heights town, North Carolina",1975,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11494,0,11494,2614460,"Centreville village, Michigan",1961,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11495,0,11495,5600245,"Afton town, Wyoming",1977,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11496,0,11496,5657810,"Opal town, Wyoming",1978,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11497,0,11497,5136648,"Herndon town, Virginia",1981,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11498,0,11498,3646107,"Matinecock village, New York",1953,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11499,0,11499,3647636,"Mineola village, New York",1954,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11500,0,11500,3649330,"Muttontown village, New York",1975,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11501,0,11501,3654562,"Old Brookville village, New York",1971,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11502,0,11502,1903160,"Asbury city, Iowa",2003,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11503,0,11503,1904375,"Balltown city, Iowa",1965,14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11504,0,11504,1912630,"Centralia city, Iowa",1976,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11505,0,11505,1925725,"Epworth city, Iowa",1978,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11506,0,11506,1926760,"Farley city, Iowa",1973,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11507,0,11507,1956550,"New Vienna city, Iowa",1964,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11508,0,11508,3707720,"Brevard city, North Carolina",1969,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11509,0,11509,3758020,"Rosman town, North Carolina",1982,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11510,0,11510,1825882,"Fremont town, Indiana",1986,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11511,0,11511,1857006,"Orland town, Indiana",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11512,0,11512,116240,"Coffee Springs town, Alabama",1958,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11513,0,11513,1721540,"Earlville city, Illinois",1949,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11514,0,11514,1742912,"Leonore village, Illinois",1962,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11515,0,11515,1744823,"Lostant village, Illinois",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11516,0,11516,4661980,"Strandburg town, South Dakota",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11517,0,11517,5327855,"Grand Coulee city, Washington",1966,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11518,0,11518,5347245,"Moses Lake city, Washington",1986,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11519,0,11519,5360230,"Royal City city, Washington",1979,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11520,0,11520,3118580,"Gering city, Nebraska",1971,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11521,0,11521,5550425,"Medford city, Wisconsin",1971,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11522,0,11522,5567275,"Rib Lake village, Wisconsin",1966,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11523,0,11523,4513015,"Central town, South Carolina",1990,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11524,0,11524,1342425,"Johns Creek city, Georgia",1994,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11525,0,11525,1966810,"Rickardsville city, Iowa",1973,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11526,0,11526,1987060,"Worthington city, Iowa",1953,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11527,0,11527,5667235,"Rock Springs city, Wyoming",1980,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11528,0,11528,5681300,"Wamsutter town, Wyoming",1984,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11529,0,11529,5303075,"Asotin city, Washington",1972,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11530,0,11530,2949898,"Morehouse city, Missouri",1969,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11531,0,11531,2961994,"Risco city, Missouri",1964,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11532,0,11532,2967790,"Sikeston city, Missouri",1976,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11533,0,11533,3533710,"House village, New Mexico",1982,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11534,0,11534,4635820,"Langford town, South Dakota",1972,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11535,0,11535,2710576,"Center City city, Minnesota",1970,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11536,0,11536,2746798,"North Branch city, Minnesota",1992,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11537,1,11537,2756266,"Rush City city, Minnesota",1979,6,1224,4218,10001322,MCF - RUSH CITY,7600 525TH STREET,RUSH CITY,MN,55069,NA,(320) 358-0400,STATE,OPEN,990,CHISAGO,27025,USA,922140,CORRECTIONAL INSTITUTIONS,https://mn.gov/doc/facilities/rush-city/,7/1/16 0:00,IMAGERY/OTHER,1/2/20 0:00,https://mn.gov/doc/facilities/,CLOSE,1018,0.01997137,{64B17101-E0EF-4CF1-BD39-BBF60023DA10},1/7/22 0:00,HostedByHIFLD,1/7/22 0:00,HostedByHIFLD,2545.83013,1.71234e-5,1018,0,-10346949.82,5733847.913
11538,0,11538,2759314,"Shafer city, Minnesota",2002,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11539,0,11539,2764318,"Taylors Falls city, Minnesota",1974,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11540,0,11540,2109406,"Bremen city, Kentucky",1971,17,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11541,0,11541,3132410,"Mitchell city, Nebraska",1951,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11542,0,11542,4203488,"Auburn borough, Pennsylvania",1941,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11543,0,11543,4217152,"Cressona borough, Pennsylvania",1942,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11544,0,11544,4218576,"Deer Lake borough, Pennsylvania",1979,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
11545,0,11545,4241264,"Landingville borough, Pennsylvania",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
